"KSNP";"NAMEP";"NNP";"NEWNUM"
"30101810900000000839";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";"САНКТ-ПЕТЕРБУРГ";"044030839"
"30101810500000000844";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ БАНКА ""МНХБ"" ПАО";"САНКТ-ПЕТЕРБУРГ";"044030844"
"30101810700000000851";"СПБ ФИЛИАЛ АО ""ГРАНД ИНВЕСТ БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030851"
"30101810100000000749";"ФИЛИАЛ ""ПЕТЕРБУРГСКИЙ"" АО ""ГЛОБЭКСБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030749"
"30101810900000000761";"СПБ ФИЛИАЛ АКБ ""ЛАНТА-БАНК"" (АО)";"САНКТ-ПЕТЕРБУРГ";"044030761"
"30101810200000000759";"САНКТ-ПЕТЕРБУРГСКИЙ Ф-Л ПАО АКБ ""СВЯЗЬ-БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030759"
"30101810200000000762";"Ф-Л ""САНКТ-ПЕТЕРБУРГ"" АКБ ""РОСЕВРОБАНК"" (АО)";"САНКТ-ПЕТЕРБУРГ";"044030762"
"30101810800000000764";"ФИЛИАЛ БАНКА ""ВБРР"" (АО) В Г.САНКТ-ПЕТЕРБУРГЕ";"САНКТ-ПЕТЕРБУРГ";"044030764"
"30101810840300000916";"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" ПАО КБ ""УБРИР""";"САНКТ-ПЕТЕРБУРГ";"044030916"
"30101810300000000918";"ФИЛИАЛ ПАО ""ОФК БАНК"" В САНКТ-ПЕТЕРБУРГЕ";"САНКТ-ПЕТЕРБУРГ";"044030918"
"30101810700000000770";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ПАО ""РГС БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030770"
"30101810100000000778";"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО РОСБАНК";"САНКТ-ПЕТЕРБУРГ";"044030778"
"30101810600000000812";"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" АО ""ОТП БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030812"
"30103810600000000302";"САНКТ-ПЕТЕРБУРГСКИЙ Ф-Л НКО ""ИНКАХРАН"" (АО)";"САНКТ-ПЕТЕРБУРГ";"044030302"
"30101810000000000920";"СТ-ПЕТЕРБУРГСКИЙ Ф-Л ПАО ""ПРОМСВЯЗЬБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030920"
"30101810100000000752";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ""БАНК СГБ""";"САНКТ-ПЕТЕРБУРГ";"044030752"
"30101810100000000914";"Ф-Л АКБ ""ПЕРЕСВЕТ"" (АО) В Г.САНКТ-ПЕТЕРБУРГЕ";"САНКТ-ПЕТЕРБУРГ";"044030914"
"30101810800000000706";"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г.САНКТ-ПЕТЕРБУРГ";"САНКТ-ПЕТЕРБУРГ";"044030706"
"30101810100000000710";"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ АО ""БАНК ИНТЕЗА""";"САНКТ-ПЕТЕРБУРГ";"044030710"
"30101810440300000714";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО КБ ""ИС БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030714"
"30101810600000000715";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ТКБ БАНК ПАО";"САНКТ-ПЕТЕРБУРГ";"044030715"
"30101810900000000910";"САНКТ-ПЕТЕРБУРГСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030910"
"30101810200000000720";"ФИЛИАЛ С-ПЕТЕРБУРГ ПАО БАНКА ""ФК ОТКРЫТИЕ""";"САНКТ-ПЕТЕРБУРГ";"044030720"
"30101810100000000723";"Ф-Л ""СЕВЕРНАЯ СТОЛИЦА"" АО ""РАЙФФАЙЗЕНБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030723"
"30101810100000000765";"ФИЛИАЛ АО КБ ""СИТИБАНК"" В Г.САНКТ-ПЕТЕРБУРГЕ";"САНКТ-ПЕТЕРБУРГ";"044030765"
"30101810200000000775";"ФИЛИАЛ В Г. САНКТ-ПЕТЕРБУРГ ПАО ""МИНБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030775"
"30101810600000000786";"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" АО ""АЛЬФА-БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030786"
"30101810200000000801";"САНКТ-ПЕТЕРБУРГСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"САНКТ-ПЕТЕРБУРГ";"044030801"
"30101810300000000811";"ФИЛИАЛ N 7806 ВТБ 24 (ПАО)";"САНКТ-ПЕТЕРБУРГ";"044030811"
"30101810200000000827";"Ф-Л БАНКА ГПБ (АО) ""СЕВЕРО-ЗАПАДНЫЙ""";"САНКТ-ПЕТЕРБУРГ";"044030827"
"30101810700000000835";"Ф-Л БАНКОВСКИЙ ЦЕНТР БАЛТИКА ПАО БАНК ЗЕНИТ";"САНКТ-ПЕТЕРБУРГ";"044030835"
"30101810800000000858";"ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА";"САНКТ-ПЕТЕРБУРГ";"044030858"
"30101810300000000866";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО)";"САНКТ-ПЕТЕРБУРГ";"044030866"
"30101810900000000868";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО ""НОРДЕА БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030868"
"30101810000000000878";"ФИЛИАЛ ""СДМ-БАНК""(ПАО) В Г.САНКТ-ПЕТЕРБУРГЕ";"САНКТ-ПЕТЕРБУРГ";"044030878"
"30101810700000000893";"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО ""МТС-БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030893"
"30101810100000000888";"АО ""ДАНСКЕ БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030888"
"30101810600000000757";"ПАО БАНК ""СИАБ""";"САНКТ-ПЕТЕРБУРГ";"044030757"
"30101810500000000747";"АО ""СЭБ БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030747"
"30101810900000000855";"ФАКБ ""РОССИЙСКИЙ КАПИТАЛ""(ПАО)САНКТ-ПЕТЕРБУРГ";"САНКТ-ПЕТЕРБУРГ";"044030855"
"30101810600000000702";"АО ""СИТИ ИНВЕСТ БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030702"
"30101810500000000705";"ПАО ""БАЛТИНВЕСТБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030705"
"30101810400000000724";"АО ""СЕВЗАПИНВЕСТПРОМБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030724"
"30101810700000000754";"ПАО ""ЭНЕРГОМАШБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030754"
"30101810000000000755";"ПАО БАНК ""АЛЕКСАНДРОВСКИЙ""";"САНКТ-ПЕТЕРБУРГ";"044030755"
"30101810900000000758";"ПАО ""ВИТАБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030758"
"30101810600000000760";"БАНК МБСП (АО)";"САНКТ-ПЕТЕРБУРГ";"044030760"
"30101810300000000772";"АО БАНК ""СОВЕТСКИЙ""";"САНКТ-ПЕТЕРБУРГ";"044030772"
"30101810900000000790";"ПАО ""БАНК ""САНКТ-ПЕТЕРБУРГ""";"САНКТ-ПЕТЕРБУРГ";"044030790"
"30101810200000000814";"АО ""ГОРБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030814"
"30101810900000000826";"АО БАНК ""ОБЪЕДИНЕННЫЙ КАПИТАЛ""";"САНКТ-ПЕТЕРБУРГ";"044030826"
"30101810800000000845";"БАНК ""ПРАЙМ ФИНАНС"" (АО)";"САНКТ-ПЕТЕРБУРГ";"044030845"
"30101810000000000852";"АО БАНК ""ПСКБ""";"САНКТ-ПЕТЕРБУРГ";"044030852"
"30101810800000000861";"АО ""АБ ""РОССИЯ""";"САНКТ-ПЕТЕРБУРГ";"044030861"
"30101810200000000869";"АО ""КАБ ""ВИКИНГ""";"САНКТ-ПЕТЕРБУРГ";"044030869"
"30101810700000000877";"БАНК ""ТАВРИЧЕСКИЙ"" (ОАО)";"САНКТ-ПЕТЕРБУРГ";"044030877"
"30101810300000000882";"КРЕДИ АГРИКОЛЬ КИБ АО";"САНКТ-ПЕТЕРБУРГ";"044030882"
"30101810200000000885";"ПАО ""НЕВСКИЙ БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030885"
"30101810400000000889";"ЭКСИ-БАНК (АО)";"САНКТ-ПЕТЕРБУРГ";"044030889"
"30101810640300000925";"АО ""ЗАУБЕР БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030925"
"30101810600000000870";"ООО КБ ""НЕВАСТРОЙИНВЕСТ""";"САНКТ-ПЕТЕРБУРГ";"044030870"
"30101810240300000862";"ПАО ""БАЛТИЙСКИЙ БАНК""";"САНКТ-ПЕТЕРБУРГ";"044030862"
"30101810540300000805";"НЕВСКИЙ ФИЛИАЛ ПАО БАНК ""ВВБ""";"САНКТ-ПЕТЕРБУРГ";"044030805"
"30101810540300000782";"Ф-Л ""САНКТ-ПЕТЕРБУРГСКИЙ"" АО КБ ""ЗЛАТКОМБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030782"
"30101810800000000816";"ЛИКВИДАТОР ОАО ""ГАНЗАКОМБАНК"" - ГК ""АСВ""";"САНКТ-ПЕТЕРБУРГ";"044030816"
"30101810440300000824";"ФИЛИАЛ АЙСИБИСИ БАНК (АО) В САНКТ-ПЕТЕРБУРГЕ";"САНКТ-ПЕТЕРБУРГ";"044030824"
"30101810840300000767";"Ф-Л БАНКА ИПБ (АО) В Г.СПБ";"САНКТ-ПЕТЕРБУРГ";"044030767"
"30101810640300000831";"Ф.АКБ ""ФОРА-БАНК"" (АО) В Г.САНКТ-ПЕТЕРБУРГ";"САНКТ-ПЕТЕРБУРГ";"044030831"
"30101810440300000756";"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" ООО ""ЮРБ""";"САНКТ-ПЕТЕРБУРГ";"044030756"
"30101810140300000742";"ФИЛИАЛ АКБ ""СЛАВИЯ"" (АО) В Г.САНКТ-ПЕТЕРБУРГ";"САНКТ-ПЕТЕРБУРГ";"044030742"
"30101810440300000934";"КУ ОАО ""ЕВРОСИБ БАНК""-ГК ""АСВ""";"САНКТ-ПЕТЕРБУРГ";"044030934"
"30101810340300000924";"КУ ООО ""БАНК ФИНИНВЕСТ""-ГК ""АСВ""";"САНКТ-ПЕТЕРБУРГ";"044030924"
"30101810940300000887";"ФИЛИАЛ АО ""ГЕНБАНК"" В Г. САНКТ-ПЕТЕРБУРГЕ";"САНКТ-ПЕТЕРБУРГ";"044030887"
"30101810500000000860";"ЛИКВИДАТОР АО АКБ ""ТУРБОБАНК"" - ГК ""АСВ""";"САНКТ-ПЕТЕРБУРГ";"044030860"
"30101810700000000741";"КУ ООО КБ ""ФИНАНСОВЫЙ КАПИТАЛ"" - ГК ""АСВ""";"САНКТ-ПЕТЕРБУРГ";"044030741"
"30101810600000000841";"ЛИКВИДАТОР АО КБ ""ТЕТРАПОЛИС"" - ГК ""АСВ""";"САНКТ-ПЕТЕРБУРГ";"044030841"
"30101810500000000815";"ЛИКВИДАТОР ООО КБ ""ИНВЕСТ-ЭКОБАНК""-ГК ""АСВ""";"САНКТ-ПЕТЕРБУРГ";"044030815"
"30101810440300000730";"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО ""ЗАПСИБКОМБАНК""";"САНКТ-ПЕТЕРБУРГ";"044030730"
"30101810340300000733";"ФИЛИАЛ ООО КБ ""РОСТФИНАНС"" В САНКТ-ПЕТЕРБУРГЕ";"САНКТ-ПЕТЕРБУРГ";"044030733"
"30101810800000000756";"ЛИПЕЦКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЛИПЕЦК";"044206756"
"30101810800000000604";"ЛИПЕЦКОЕ ОТДЕЛЕНИЕ N8593 ПАО СБЕРБАНК";"ЛИПЕЦК";"044206604"
"30101810700000000704";"ПАО ""ЛИПЕЦККОМБАНК""";"ЛИПЕЦК";"044206704"
"30101810900000000708";"КУ ОАО ""ЛИПЕЦКОБЛБАНК"" ГК ""АСВ""";"ЛИПЕЦК";"044206708"
"30101810845250000707";"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В Г.ЛИПЕЦКЕ";"ЛИПЕЦК";"044206707"
"30101810445250000712";"ЛИПЕЦКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"ЛИПЕЦК";"044206712"
"30101810300000000607";"СЕВЕРО-ВОСТОЧНОЕ ОТДЕЛЕНИЕ N8645 ПАО СБЕРБАНК";"МАГАДАН";"044442607"
"30101810000000000716";"МАГАДАНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"МАГАДАН";"044442716"
"30101810300000000615";"МУРМАНСКОЕ ОТДЕЛЕНИЕ N8627 ПАО СБЕРБАНК";"МУРМАНСК";"044705615"
"30101810600000000768";"БАНК ""МСКБ"" (ПАО)";"МУРМАНСК";"044705768"
"30101810900000000811";"ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. МУРМАНСКЕ";"МУРМАНСК";"044705811"
"30101810900000000824";"ФИЛИАЛ ПАО ""ОФК БАНК"" В МУРМАНСКЕ";"МУРМАНСК";"044705824"
"30103810900000000301";"ООО НКО ""МУРМАНСКИЙ РАСЧЕТНЫЙ ЦЕНТР""";"МУРМАНСК";"044705301"
"30101810600000000742";"МУРМАНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"МУРМАНСК";"044705742"
"30101810600000000774";"ФИЛИАЛ ""НОВОСИБИРСКИЙ"" АО ""АЛЬФА-БАНК""";"НОВОСИБИРСК";"045004774"
"30101810500000000777";"ФАКБ ""РОССИЙСКИЙ КАПИТАЛ"" (ПАО) НОВОСИБИРСКИЙ";"НОВОСИБИРСК";"045004777"
"30101810700000000784";"НОВОСИБИРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"НОВОСИБИРСК";"045004784"
"30101810550040000839";"НОВОСИБИРСКИЙ ФИЛИАЛ ПАО БАНКА ""ФК ОТКРЫТИЕ""";"НОВОСИБИРСК";"045004839"
"30101810450040000751";"ФИЛИАЛ N 5440 ВТБ 24 (ПАО)";"НОВОСИБИРСК";"045004751"
"30101810250040000883";"СИБИРСКИЙ ФИЛИАЛ АО ""БАНК ИНТЕЗА""";"НОВОСИБИРСК";"045004883"
"30103810100000000832";"РНКО ""ПЛАТЕЖНЫЙ ЦЕНТР"" (ООО)";"НОВОСИБИРСК";"045004832"
"30101810050040000818";"НОВОСИБИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА";"НОВОСИБИРСК";"045004818"
"30101810250040000841";"НОВОСИБИРСКИЙ ФИЛИАЛ ТКБ БАНК ПАО";"НОВОСИБИРСК";"045004841"
"30101810350040000851";"Ф-Л БАНКОВСКИЙ ЦЕНТР СИБИРЬ ПАО БАНК ЗЕНИТ";"НОВОСИБИРСК";"045004851"
"30101810350040000796";"ФИЛИАЛ ""НОВОСИБИРСК"" КБ ""ЛОКО-БАНК"" (АО)";"НОВОСИБИРСК";"045004796"
"30101810950040000785";"НОВОСИБИРСКИЙ Ф-Л ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""";"НОВОСИБИРСК";"045004785"
"30101810800000000794";"НОВОСИБИРСКИЙ ФИЛИАЛ ПАО ""РГС БАНК""";"НОВОСИБИРСК";"045004794"
"30101810750040000833";"НОВОСИБИРСКИЙ ФИЛИАЛ ООО ""БАНК БКФ""";"НОВОСИБИРСК";"045004833"
"30103810950040000893";"НОВОСИБИРСКИЙ Ф-Л НКО ""ИНКАХРАН""(АО)";"НОВОСИБИРСК";"045004893"
"30101810950040000853";"НОВОСИБИРСКИЙ ФИЛИАЛ ООО ""ХКФ БАНК""";"НОВОСИБИРСК";"045004853"
"30101810050040000876";"НОВОСИБИРСКИЙ ФИЛИАЛ ПАО ""МТС-БАНК""";"НОВОСИБИРСК";"045004876"
"30101810350040000864";"СИБИРСКИЙ ФИЛИАЛ АО КБ ""МОДУЛЬБАНК""";"НОВОСИБИРСК";"045004864"
"30101810100000000708";"ФАКБ ""АБСОЛЮТ БАНК"" (ПАО) В Г. НОВОСИБИРСКЕ";"НОВОСИБИРСК";"045004708"
"30101810600000000732";"НОВОСИБИРСКИЙ ФИЛИАЛ ПАО ""АК БАРС"" БАНК";"НОВОСИБИРСК";"045004732"
"30101810100000000740";"НОВОСИБИРСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"НОВОСИБИРСК";"045004740"
"30101810300000000799";"СИБИРСКИЙ ФИЛИАЛ АО ""РАЙФФАЙЗЕНБАНК""";"НОВОСИБИРСК";"045004799"
"30101810150040000747";"ФИЛИАЛ ""НОВОСИБИРСКИЙ"" АО ""ГЛОБЭКСБАНК""";"НОВОСИБИРСК";"045004747"
"30101810750040000846";"Ф-Л ""НОВОСИБИРСК"" АКБ ""РОСЕВРОБАНК"" (АО)";"НОВОСИБИРСК";"045004846"
"30101810450040000861";"ФИЛИАЛ ООО ""ЭКСПОБАНК"" В Г.НОВОСИБИРСКЕ";"НОВОСИБИРСК";"045004861"
"30101810850040000788";"ФИЛИАЛ ""СИБИРСКИЙ"" БАНКА ВТБ (ПАО)";"НОВОСИБИРСК";"045004788"
"30101810950040000701";"НОВОСИБИРСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"НОВОСИБИРСК";"045004701"
"30101810250040000760";"ООО КБ ""ВЗАИМОДЕЙСТВИЕ""";"НОВОСИБИРСК";"045004760"
"30101810100000000850";"БАНК ""ЛЕВОБЕРЕЖНЫЙ"" (ПАО)";"НОВОСИБИРСК";"045004850"
"30101810550040000761";"АО ""БКС БАНК""";"НОВОСИБИРСК";"045004761"
"30101810200000000815";"АО ""БАНК АКЦЕПТ""";"НОВОСИБИРСК";"045004815"
"30101810400000000725";"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г.НОВОСИБИРСК";"НОВОСИБИРСК";"045004725"
"30101810400000000783";"Ф-Л БАНКА ГПБ (АО) ""ЗАПАДНО-СИБИРСКИЙ""";"НОВОСИБИРСК";"045004783"
"30101810000000000837";"НФ АКБ ""ЛАНТА-БАНК"" (АО)";"НОВОСИБИРСК";"045004837"
"30101810500000000816";"СИБИРСКИЙ Ф-Л ПАО ""ПРОМСВЯЗЬБАНК""";"НОВОСИБИРСК";"045004816"
"30101810500000000641";"СИБИРСКИЙ БАНК ПАО СБЕРБАНК";"НОВОСИБИРСК";"045004641"
"30101810750040000778";"ФИЛИАЛ БАНКА ""ВБРР"" (АО) В Г.НОВОСИБИРСКЕ";"НОВОСИБИРСК";"045004778"
"30101810450040000845";"ФИЛИАЛ ""НОВОСИБИРСКИЙ"" ПАО КБ ""УБРИР""";"НОВОСИБИРСК";"045004845"
"30101810150040000789";"ФИЛИАЛ БАНКА МБСП (АО) В НОВОСИБИРСКЕ";"НОВОСИБИРСК";"045004789"
"30103810450040000814";"ООО НКО ""ПЛАТЕЖНЫЙ СТАНДАРТ""";"НОВОСИБИРСК";"045004814"
"30101810152090000884";"ОМСКИЙ ФИЛИАЛ ПАО ""ПЛЮС БАНК""";"ОМСК";"045209884"
"30103810200000000863";"ОМСКИЙ ФИЛИАЛ НКО ""ФИНЧЕР"" (ООО)";"ОМСК";"045209863"
"30101810652090000876";"ФО ПАО КБ ""ПФС-БАНК""";"ОМСК";"045209876"
"30101810900000000731";"АО ""ИТ БАНК""";"ОМСК";"045279731"
"30101810900000000673";"ОМСКОЕ ОТДЕЛЕНИЕ N 8634 ПАО СБЕРБАНК";"ОМСК";"045209673"
"30101810600000000785";"АО ""ЭКСПЕРТ БАНК""";"ОМСК";"045279785"
"30101810300000000859";"ФИЛИАЛ ""ОМСКИЙ"" ПАО ""СКБ-БАНК""";"ОМСК";"045209859"
"30103810052090000885";"НКО ""ПЕРСПЕКТИВА"" (ООО)";"ОМСК";"045209885"
"30101810000000000777";"ФИЛИАЛ ""ОМСКИЙ"" АО ""ОТП БАНК""";"ОМСК";"045209777"
"30101810200000000713";"КУ БАНК ""СИБЭС"" (АО) - ГК ""АСВ""";"ОМСК";"045209713"
"30101810900000000851";"ОМСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"ОМСК";"045209851"
"30101810700000000844";"ФСКБ ПРИМОРЬЯ ""ПРИМСОЦБАНК"" В Г.ОМСКЕ";"ОМСК";"045209844"
"30101810900000000822";"ОМСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ОМСК";"045209822"
"30101810000000000816";"ОРЕНБУРГСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ОРЕНБУРГ";"045354816"
"30101810800000000870";"ФИЛИАЛ ""ОРЕНБУРГСКИЙ"" ООО КБ ""АГРОСОЮЗ""";"ОРЕНБУРГ";"045354870"
"30103810400000000841";"ОРЕНБУРГСКИЙ ФИЛИАЛ НКО ""ФИНЧЕР"" (ООО)";"ОРЕНБУРГ";"045354841"
"30101810400000000814";"ПАО ""НИКО-БАНК""";"ОРЕНБУРГ";"045354814"
"30101810600000000601";"ОРЕНБУРГСКОЕ ОТДЕЛЕНИЕ N8623 ПАО СБЕРБАНК";"ОРЕНБУРГ";"045354601"
"30101810300000000817";"ОРЕНБУРГСКИЙ ФИЛИАЛ АО КБ ""АГРОПРОМКРЕДИТ""";"ОРЕНБУРГ";"045354817"
"30101810700000000860";"АКБ ""ФОРШТАДТ"" (АО)";"ОРЕНБУРГ";"045354860"
"30101810400000000885";"АО ""БАНК ОРЕНБУРГ""";"ОРЕНБУРГ";"045354885"
"30101810700000000886";"ОИКБ ""РУСЬ"" (ООО)";"ОРЕНБУРГ";"045354886"
"30101810300000000601";"ОРЛОВСКОЕ ОТДЕЛЕНИЕ N8595 ПАО СБЕРБАНК";"ОРЕЛ";"045402601"
"30101810000000000723";"ОРЛОВСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"ОРЕЛ";"045402723"
"30101810700000000751";"ОРЛОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ОРЕЛ";"045402751"
"30101810600000000725";"ОРЛОВСКИЙ ФИЛИАЛ АКБ ""ЛАНТА-БАНК"" (АО)";"ОРЕЛ";"045402725"
"30101810300000000740";"ОРЛОВСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"ОРЕЛ";"045402740"
"30101810200000000727";"КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ ОАО ""ОРЕЛСОЦБАНК""";"ОРЕЛ";"045402727"
"30101810100000000704";"ФИЛИАЛ ""БАНКА ЗАРЕЧЬЕ"" (АО) В Г. ОРЛЕ";"ОРЕЛ";"045402704"
"30101810700000000719";"КУ БАНК ""ЦЕРИХ"" (ЗАО)-ГК ""АСВ""";"ОРЕЛ";"045402719"
"30101810600000000718";"ПЕНЗЕНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ПЕНЗА";"045655718"
"30101810500000000708";"ПЕНЗЕНСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"ПЕНЗА";"045655708"
"30101810000000000716";"ФАКБ ""РОССИЙСКИЙ КАПИТАЛ"" (ПАО) ПЕНЗЕНСКИЙ";"ПЕНЗА";"045655716"
"30101810800000000712";"ФАКБ ""МОСКОВСКИЙ ВЕКСЕЛЬНЫЙ БАНК"" (АО) ПЕНЗА";"ПЕНЗА";"045655712"
"30101810000000000635";"ПЕНЗЕНСКОЕ ОТДЕЛЕНИЕ N8624 ПАО СБЕРБАНК";"ПЕНЗА";"045655635"
"30101810200000000707";"ПАО БАНК ""КУЗНЕЦКИЙ""";"ПЕНЗА";"045655707"
"30101810200000000808";"Ф-Л БАНКА ГПБ (АО) ""ЗАПАДНО-УРАЛЬСКИЙ""";"ПЕРМЬ";"045773808"
"30101810900000000603";"ЗАПАДНО-УРАЛЬСКИЙ БАНК ПАО СБЕРБАНК";"ПЕРМЬ";"045773603"
"30101810400000000705";"АО АКИБ ""ПОЧТОБАНК""";"ПЕРМЬ";"045773705"
"30101810200000000756";"БАНК ПЕРМЬ (АО)";"ПЕРМЬ";"045773756"
"30101810700000000764";"АКБ ""ПРОИНВЕСТБАНК"" (ПАО)";"ПЕРМЬ";"045773764"
"30101810800000000790";"ПАО АКБ ""УРАЛ ФД""";"ПЕРМЬ";"045773790"
"30101810900000000713";"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В Г.ПЕРМИ";"ПЕРМЬ";"045773713"
"30101810300000000711";"ПЕРМСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"ПЕРМЬ";"045773711"
"30101810600000000712";"ПЕРМСКИЙ Ф-Л ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""";"ПЕРМЬ";"045773712"
"30101810700000000803";"ПЕРМСКИЙ ФИЛИАЛ ТКБ БАНК ПАО";"ПЕРМЬ";"045773803"
"30101810000000000707";"КОНКУРСНЫЙ УПР. ОАО АКБ ""ЭКОПРОМБАНК""-ГК""АСВ""";"ПЕРМЬ";"045773707"
"30101810357730000843";"ФИЛИАЛ ""СДМ-БАНК"" (ПАО) В Г.ПЕРМИ";"ПЕРМЬ";"045773843"
"30101810400000000873";"ПЕРМСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА";"ПЕРМЬ";"045773873"
"30101810500000000883";"ФИЛИАЛ ""ПЕРМСКИЙ"" ПАО КБ ""УБРИР""";"ПЕРМЬ";"045773883"
"30101810800000000897";"ПЕРМСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ПЕРМЬ";"045773897"
"30101810400000000721";"ФИЛИАЛ ООО ""ЭКСПОБАНК"" В Г.ПЕРМИ";"ПЕРМЬ";"045773721"
"30101810600000000755";"ФИЛИАЛ АКБ ""СЛАВИЯ"" (АО) В Г. ПСКОВ";"ПСКОВ";"045805755"
"30101810900000000772";"ПСКОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ПСКОВ";"045805772"
"30101810400000000722";"ФИЛИАЛ ЭКСИ-БАНК (АО) ПСКОВСКИЙ";"ПСКОВ";"045805722"
"30101810000000000766";"ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. ПСКОВЕ";"ПСКОВ";"045805766"
"30101810300000000602";"ПСКОВСКОЕ ОТДЕЛЕНИЕ N 8630 ПАО СБЕРБАНК";"ПСКОВ";"045805602"
"30101810858050000764";"ПСКОВСКИЙ ФИЛИАЛ АО ""ТРОЙКА-Д БАНК""";"ПСКОВ";"045805764"
"30101810860150000075";"РОСТОВСКИЙ ФИЛИАЛ ЦМРБАНК (ООО)";"РОСТОВ-НА-ДОНУ";"046015075"
"30101810400000000938";"КУ АО АКБ ""СТЕЛЛА-БАНК"" - ГК ""АСВ""";"РОСТОВ-НА-ДОНУ";"046015938"
"30101810100000000872";"КУ ООО КБ ""ДОНИНВЕСТ""";"РОСТОВ-НА-ДОНУ";"046015872"
"30101810500000000728";"КУ АКБ ""КАПИТАЛБАНК"" (ПАО) - ГК ""АСВ""";"РОСТОВ-НА-ДОНУ";"046015728"
